Words,Tags
"['Полиция', 'ЮАР', 'светошумовыми', 'гранатами', 'разогнала', 'противников', 'приезда', 'Обамы', 'По', 'сообщениям', ',', 'вооруженные', 'полицейские', 'применили', 'для', 'разгона', 'толпы', 'свето-шумовые', 'гранаты', '.']","[0, 1, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['В', 'ходе', 'встречи', 'президент', 'затронул', 'тему', 'муниципальных', 'выборов', ',', 'назвав', 'неприемлемой', 'ситуацию', ',', 'когда', 'региональные', 'руководители', 'выдвигают', 'в', 'мэры', 'не', 'популярного', 'среди', 'населения', 'кандидата', ',', 'а', 'своего', 'человека', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Как', 'известно', ',', 'Георгий', 'Маргвелашвили', 'будет', 'кандидатом', 'в', 'президенты', 'Грузии', 'от', 'правящей', 'коалиции', '""', 'Грузинская', 'мечта', ""''"", 'I-ORG', ',', 'и', 'в', 'связи', 'с', 'предстоящими', 'выборами', 'он', 'ушел', 'в', 'отставку', 'с', 'должности', 'министра', ',', 'одновременно', 'покинув', 'и', 'должность', 'вице-премьера', '.']","[0, 0, 0, 6, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Предполагается', ',', 'что', 'судьбу', 'В.Позгалева', 'могут', 'повторить', 'Николай', 'Виноградов', '(', 'Владимирская', 'область', ',', '38,27', '%', 'за', '""', 'Единую', 'Россию', ""''"", ')', ',', 'Анатолий', 'Бровко', '(', 'Волгоградская', 'область', ',', '35,6', '%', ')', ',', 'Сергей', 'Антуфьев', '(', 'Смоленская', 'область', ',', '36,23', '%', ')', ',', 'Дмитрий', 'Дмитриенко', '(', 'Мурманская', 'область', ',', '32,02', '%', ')', ',', 'Игорь', 'Слюняев', '(', 'Костромская', 'область', ',', '30,74', '%', ')', ',', 'Сергей', 'Дарькин', '(', 'Приморский', 'край', ',', '33,43', '%', ')', ',', 'Валерий', 'Сердюков', '(', 'Ленинградская', 'область', ',', '33,66', '%', ')', ',', 'Илья', 'Михальчук', '(', 'Архангельская', 'область', ',', '31,90', '%', ')', ',', 'Андрей', 'Нелидов', '(', 'Карелия', ',', '32,26', '%', ')', '.']","[0, 0, 0, 0, 6, 0, 0, 6, 5, 0, 1, 4, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 6, 5, 0, 1, 4, 0, 0, 0, 0, 0, 6, 5, 0, 1, 4, 0, 0, 0, 0, 0, 6, 5, 0, 1, 4, 0, 0, 0, 0, 0, 6, 5, 0, 1, 4, 0, 0, 0, 0, 0, 6, 5, 0, 1, 4, 0, 0, 0, 0, 0, 6, 5, 0, 1, 4, 0, 0, 0, 0, 0, 6, 5, 0, 1, 4, 0, 0, 0, 0, 0, 6, 5, 0, 1, 0, 0, 0, 0, 0]"
"['Какие', 'последствия', 'будет', 'иметь', 'решение', 'Минфина', 'для', 'курса', 'валют', 'Действия', 'Минфина', 'РФ', 'не', 'окажут', 'сильного', 'влияния', 'на', 'валютный', 'рынок', ',', 'поскольку', 'ожидаемые', 'заказы', 'на', 'покупку', 'достаточно', 'малы', 'по', 'сравнению', 'с', 'дневными', 'объемами', 'торгов', 'валютой', ',', 'рассуждают', 'аналитики', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Представители', 'Apple', 'отказались', 'прокомментировать', 'Bloomberg', 'данную', 'информацию', ',', 'отметив', 'лишь', ',', 'что', 'компания', 'действительно', 'старается', 'доработать', 'сервис', 'для', 'пользователей', '.']","[0, 3, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Более', 'того', ',', '21', 'июня', 'в', 'вузе', 'был', 'объявлен', 'выходным', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['По', 'сведениям', 'источников', '""', 'Комсомольской', 'правды', ""''"", 'в', 'краевом', 'законодательном', 'собрании', ',', 'он', 'станет', 'вице-премьером', 'и', 'будет', 'курировать', 'вопросы', 'здравоохранения', 'и', 'соцзащиты', '.']","[0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Однако', 'в', 'заявлении', 'пресс-службы', 'говорилось', ',', 'что', 'военачальники', 'собираются', 'уйти', 'со', 'службы', 'по', 'состоянию', 'здоровья', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Эту', 'информацию', 'подтвердил', 'депутат', 'от', 'правящей', 'партии', 'Телемахос', 'Хитирис', ',', 'заявивший', 'греческому', 'телевидению', ',', 'что', 'Г.Папандреу', 'уйдет', 'в', 'отставку', ',', 'как', 'только', 'PASOK', 'и', 'оппозиционные', 'партии', 'договорятся', 'о', 'создании', 'временного', 'межпартийного', 'правительства', ',', '-', 'это', 'может', 'произойти', 'сегодня', 'вечером', '.']","[0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Валерий', 'Сердюков', 'говорит', ',', 'что', 'его', 'сыновья', 'занимаются', 'бизнесом', 'не', 'только', 'в', 'лесной', ',', 'но', 'и', 'в', 'сельскохозяйственной', 'сфере', 'и', 'претензий', 'от', 'проверяющих', 'органов', 'к', 'ним', 'нет', '.']","[6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Педченко', 'работал', 'в', 'одесском', 'предвыборном', 'штабе', 'Виктора', 'Януковича', '.']","[6, 0, 0, 0, 0, 0, 6, 5, 0]"
"['Лукашенко', 'поручил', 'серьезно', 'проанализировать', 'ситуацию', 'в', 'коллективе', 'БКК', '.']","[6, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Их', 'обвинили', 'в', 'превышении', 'должностных', 'полномочий', 'при', 'проведении', 'семинара', 'для', 'сотрудников', 'префектуры', 'в', 'подмосковном', 'отеле', ',', 'услуги', 'которого', 'так', 'и', 'не', 'были', 'оплачены', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['""', 'Уже', 'определенные', 'люди', 'строят', 'домыслы', ',', 'связывая', 'убийство', 'с', 'политикой', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ранее', 'в', 'этом', 'месяце', 'в', 'дипломатических', 'кругах', 'появились', 'слухи', ',', 'что', 'эмир', 'Катара', ',', 'которому', 'сейчас', '61', 'год', ',', 'рассматривает', 'возможность', 'передачи', 'власти', '33-летнему', 'наследному', 'принцу', ',', 'отмечает', 'агентство', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['По', 'результатам', 'проверки', 'РЭК', 'КО', 'областной', 'Контрольно-счётной', 'палатой', ',', 'инициированной', 'главой', 'региона', ',', 'установлено', ',', 'что', 'при', 'определении', 'тарифов', 'энергокомиссия', 'систематически', 'включала', 'в', 'необходимую', 'валовую', 'выручку', 'регулируемых', 'организаций', 'экономически', 'необоснованные', 'расходы', '.']","[0, 0, 0, 3, 3, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['В', 'последней', 'игре', 'уфимцы', 'в', 'гостях', 'уступили', 'московскому', 'ЦСКА', 'со', 'счетом', '1:4', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
"['был', 'избран', 'в', 'Координационный', 'совет', 'российской', 'оппозиции', '.']","[0, 0, 0, 3, 2, 0, 0, 0]"
"['Президент', 'России', 'Дмитрий', 'Медведев', ',', 'как', 'сообщает', 'его', 'пресс-служба', ',', 'подписал', 'указ', '""', 'О', 'досрочном', 'прекращении', 'полномочий', 'губернатора', 'Архангельской', 'области', ""''"", '.']","[0, 1, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['По', 'информации', 'на', 'сайте', 'организации', ',', 'она', 'работает', 'с', '2006', 'года', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['А', 'сколько', 'еще', 'буду', '-', 'все', 'решает', 'руководство', ',', 'так', 'что', 'давайте', 'наберемся', 'терпения', ""''"", ',', '-', 'предложил', 'он', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['40-летний', 'политик', 'познакомился', 'с', '16-летней', 'девушкой', 'из', 'Северного', 'Рейна', '-', 'Вестфалии', 'на', 'Facebook', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 4, 0, 3, 0]"
"['По', 'информации', 'премьер-министра', 'РФ', ',', 'в', 'первом', 'квартале', '<', 'Мечел', '>', 'продавал', 'уголь', 'за', 'границу', 'в', '2', 'раза', 'дешевле', 'рыночной', 'цены', ',', 'что', 'вылилось', 'в', 'большие', 'налоговые', 'недоимки', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['""', 'Как', 'следствие', ',', 'увольнение', 'квалифицированных', 'российских', 'разработчиков', 'или', 'выведение', 'бизнеса', 'в', 'другие', 'страны', ""''"", ',', '-', 'подчеркнул', 'В.Макаров', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0]"
"['Бывший', 'глава', 'администрации', 'президента', 'РФ', 'сообщил', 'об', 'этом', 'журналистам', 'по', 'итогам', 'заседания', 'генсовета', 'партии', ',', 'пообещав', 'посоветоваться', 'с', 'коллегами', 'и', 'решить', 'вопрос', 'о', 'своем', 'членстве', 'в', '""', 'ЕР', ""''"", '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
"['Второй', 'причиной', 'он', 'назвал', 'заслугу', 'Валерия', 'Хабурдзания', 'в', 'установлении', 'мира', 'в', 'Панкисском', 'ущелье', '.']","[0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 1, 4, 0]"
"['Янукович', 'уволил', 'вице-премьера', 'Украины', 'Президент', 'Украины', 'Виктор', 'Янукович', 'отправил', 'в', 'отставку', 'вице-премьера', 'Виктора', 'Тихонова', ',', 'сообщает', 'агентство', 'УНИАН', '.']","[6, 0, 0, 1, 0, 1, 6, 5, 0, 0, 0, 0, 6, 5, 0, 0, 0, 3, 0]"
"['До', 'этого', 'выпускник', 'Военной', 'командной', 'академии', 'ПВО', 'и', 'Военной', 'академии', 'Генерального', 'штаба', 'занимал', 'должность', 'командующего', 'войсками', 'Командования', 'специального', 'назначения', '.']","[0, 0, 0, 3, 2, 2, 3, 0, 3, 2, 3, 2, 0, 0, 0, 0, 3, 2, 2, 0]"
"['губернатора', 'предложил', 'назначить', 'на', 'пост', 'министра', 'финансов', 'области', 'главу', 'комитета', 'Госдумы', 'по', 'регламенту', 'и', 'оргвопросам', 'Ильдара', 'Габдрахманова', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 6, 5, 0]"
"['Посол', 'США', 'в', 'Мексике', 'ушел', 'в', 'отставку', 'из-за', 'материалов', 'WikiLeaks', 'Посол', 'США', 'в', 'Мексике', 'ушел', 'в', 'отставку', 'после', 'обнародования', 'сайтом', 'WikiLeaks', 'дипломатических', 'телеграмм', ',', 'которые', 'президент', 'Мексики', 'Фелипе', 'Кальдерон', 'счел', 'навредившими', 'отношениям', 'двух', 'стран', '.']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 6, 5, 0, 0, 0, 0, 0, 0]"
"['Дело', 'Джулиана', 'Ассанжа', 'представляет', 'собой', 'бесконечные', 'судебные', ',', 'общественные', 'и', 'политические', 'прения', 'на', 'тему', 'прав', 'и', 'свобод', ',', 'преступления', 'и', 'наказания', '.']","[0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Кроме', 'того', ',', 'сегодня', ',', '22', 'июня', ',', 'для', 'регистрации', 'кандидатом', 'на', 'выборах', 'главы', 'Московской', 'области', 'в', 'Мособлизбирком', 'подал', 'временно', 'исполняющий', 'обязанности', 'губернатора', 'Подмосковья', 'Андрей', 'Воробьев', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 3, 0, 0, 0, 0, 0, 1, 6, 5, 0]"
"['Как', 'варианты', 'рассматриваются', 'возможности', 'приобретения', 'новых', 'шведских', 'Grippen', 'или', 'использованных', 'Eurofighter', 'Typhoon', 'от', 'Италии', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['По', 'его', 'словам', ',', 'Тимошенко', '""', 'не', 'ведет', 'переговоров', 'с', 'действующей', 'властью', ""''"", '.']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Центрами', 'по', 'контролю', 'и', 'предотвращению', 'заболеваний', 'с', 'января', 'на', 'временной', 'основе', 'руководит', 'их', 'бывший', 'директор', '-', 'доктор', 'Джули', 'Гербердинг', '(', 'Julie', 'Gerberding', ')', 'I-PER', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 5, 0, 0, 0, 0]"
"['В', 'октябре', '1998', 'года', 'подал', 'в', 'отставку', 'с', 'этого', 'поста', ',', 'вернулся', 'к', 'работе', 'в', 'ЮКОСе', 'на', 'посту', 'первого', 'заместителя', 'председателя', 'правления', 'компании', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Перемены', 'в', 'руководстве', 'в', 'банке', 'объяснили', 'сменой', 'стратегии', 'и', 'необходимостью', 'развития', 'бизнеса', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Кроме', 'того', ',', '""', 'Нутритеку', ""''"", 'предъявлен', 'исполнительный', 'лист', 'о', 'взыскании', 'задолженности', 'в', 'размере', '10,84', 'млн', 'руб', '.']","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Сейчас', 'вопросы', 'денежно-кредитной', 'политики', 'в', 'ЦБ', 'курирует', 'Улюкаев', ',', 'работающий', 'в', 'должности', 'первого', 'зампреда', 'ЦБ', 'с', '2004', 'года', '.']","[0, 0, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
"['В-четвертых', ',', 'Соединенное', 'Королевство', 'является', 'подписантом', 'Европейской', 'Конвенции', 'о', 'защите', 'прав', 'человека', 'и', 'основных', 'свобод', ',', 'на', 'основании', 'которой', 'не', 'может', 'выслать', 'человека', 'из', 'страны', ',', 'если', 'это', 'будет', 'означать', 'значительное', 'ухудшение', 'его', 'положения', '.']","[0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Режиссер', 'завоевал', 'ряд', 'театральных', 'наград', ',', 'включая', 'две', '""', 'Золотых', 'Маски', ""''"", '(', 'в', '2011', 'и', '2012гг', '.', ')']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Там', 'сообщалось', ',', 'что', 'М.Малаховский', 'якобы', 'имел', 'право', 'отдавать', 'в', 'аренду', 'предприятия', 'без', 'всякого', 'согласования', 'с', 'Москвой', ',', 'поскольку', 'сделки', 'не', 'были', 'крупными', '.']","[0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['И', 'подчеркнул', ',', 'что', 'критическая', 'ситуация', 'с', 'ЖКХ', 'в', 'районе', 'сложилась', 'давно', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Потенциал', 'у', 'нас', 'выдающийся', ""''"", '.']","[0, 0, 0, 0, 0, 0]"
"['Министерство', 'административной', 'реформы', 'возглавил', 'Кириакос', 'Мицотакис', '.']","[0, 0, 0, 0, 6, 5, 0]"
"['Эту', 'должность', 'он', 'занимает', 'с', 'сентября', 'прошлого', 'года', ',', 'а', 'до', 'этого', 'М.Никитин', 'руководил', 'ГУВД', 'Свердловской', 'области', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 1, 4, 0]"
"['Напомним', ',', 'на', 'этой', 'неделе', 'в', 'руководстве', 'Министерства', 'обороны', 'произошли', 'масштабные', 'перестановки', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0]"
"['Тамар', 'Саникидзе', 'предложила', 'уволенному', 'заместителю', 'стать', 'советником', 'министра', ',', 'на', 'что', 'Зурабишвили', 'ответил', 'отказом', 'и', 'расценил', 'это', 'предложение', 'как', 'насмешку', '.']","[6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Д.Рогозин', 'покидает', 'пост', 'главы', 'набсовета', '""', 'Росатома', ""''"", 'Д.Рогозин', 'покидает', 'пост', 'главы', 'набсовета', '""', 'Росатома', ""''"", 'Вице-премьер', 'Дмитрий', 'Рогозин', 'покинул', 'пост', 'председателя', 'наблюдательного', 'совета', 'госкорпорации', '""', 'Росатом', ""''"", '.']","[6, 0, 0, 0, 0, 0, 3, 0, 6, 0, 0, 0, 0, 0, 3, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
"['Студенты', ',', 'составлявшие', 'большую', 'часть', 'участников', 'демонстрации', ',', 'сожгли', 'штаб-квартиру', 'правящей', 'партии', ',', 'а', 'также', 'дом', 'бывшего', 'премьер-министра', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['На', 'исправление', 'ситуации', 'ЕЦБ', 'потратил', 'уже', 'более', '100', 'млрд', 'евро', ',', 'однако', 'пока', 'это', 'не', 'принесло', 'ожидаемого', 'эффекта', '.']","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['по', 'результатам', 'годового', 'собрания', 'акционеров', '""', 'Русала', ""''"", ',', 'проведенного', 'в', 'Гонконге', 'в', 'этот', 'же', 'день', '.']","[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['В.Каганов', 'же', 'не', 'подтвердил', ',', 'но', 'и', 'не', 'опроверг', 'свое', 'скорое', 'назначение', 'на', 'новую', 'должность', '.']","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Партия', '""', 'Родина', ""''"", 'выдвинула', 'Звягина', 'кандидатом', 'в', 'губернаторы', 'Подмосковья', 'Кандидатом', 'в', 'губернаторы', 'стал', 'лидер', 'подмосковного', 'отделения', '""', 'Родины', ""''"", 'Алексей', 'Звягин', '.']","[3, 0, 2, 0, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 6, 5, 0]"
"['Как', 'сообщает', '""', 'Интерфакс', ""''"", ',', 'министр', 'финансов', 'Антон', 'Силуанов', 'заявил', ',', 'что', 'в', 'настоящее', 'время', 'в', 'официальном', 'порядке', 'вопрос', 'об', 'отставке', 'Турбанова', 'не', 'рассматривается', '.']","[0, 0, 0, 3, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0]"
"['Доходности', 'госбумаг', 'стабилизируются', 'на', 'более', 'низком', 'уровне', 'только', 'после', 'того', ',', 'как', 'проблемные', 'страны', 'устранят', 'структурные', 'недостатки', 'госфинансов', 'и', 'национальных', 'экономик', ',', 'говорил', 'тогда', 'член', 'исполнительного', 'совета', 'ЕЦБ', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Архив', 'Текст', 'про', '""', 'отставку', ""''"", 'главы', 'РЖД', 'Владимира', 'Якунина', 'мог', 'попасть', 'в', 'аннотацию', 'сайта', 'кабмина', 'из', 'новостей', ',', 'распространенных', 'СМИ', 'со', 'ссылкой', 'на', 'него', ',', 'заявил', 'изданию', 'Digit.ru', 'бывший', 'замглавы', 'Минкомсвязи', ',', 'президент', 'Фонда', 'информационной', 'демократии', 'Илья', 'Массух', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 3, 2, 2, 6, 5, 0]"
"['Некоторое', 'время', 'назад', 'Т.Донилона', 'считали', 'противником', 'развития', 'боевых', 'действий', 'в', 'Афганистане', '.']","[0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Погибли', 'генеральный', 'секретарь', 'администрации', 'президента', 'страны', 'Абдерахман', 'Дади', 'и', 'министр', 'развития', 'Чада', 'Али', 'Ахмед', 'Ламинэ', '.']","[0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 1, 6, 5, 5, 0]"
"['По', 'его', 'словам', ',', 'он', 'и', 'лидер', 'либеральных', 'демократов', 'Ник', 'Клегг', '""', 'оставят', 'в', 'стороне', 'партийные', 'разногласия', 'и', 'будут', 'трудиться', 'ради', 'общего', 'блага', 'и', 'в', 'интересах', 'страны', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['в', 'Якутии', 'в', 'поселке', 'Дулгалах', 'Верхоянского', 'улуса', 'в', 'составе', 'автономного', 'энергетического', 'комплекса', 'была', 'запущена', 'солнечная', 'электрическая', 'станция', 'ОАО', '«', 'Сахаэнерго', '»', 'I-ORG', '(', 'входит', 'в', 'РАО', 'ЭС', 'Востока', ')', '.']","[0, 1, 0, 0, 1, 1, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 0, 0]"
"['Однако', 'представители', 'Совмина', 'Белоруссии', 'и', '""', 'Уралкалия', ""''"", 'B-ORG', 'не', 'смогли', 'договориться', 'об', 'условиях', 'сотрудничества', 'и', 'начало', 'работы', 'новой', 'компании', 'было', 'перенесено', 'на', 'весну', '2014', 'г.', 'Тем', 'временем', '""', 'Уралкалий', ""''"", 'B-ORG', 'нарастил', 'объём', 'экспорта', 'своей', 'продукции', 'через', 'дочерние', 'компании', ',', 'продемонстрировав', 'отсутствие', 'заинтересованности', 'к', 'продажам', 'через', 'БКК', '.']","[0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Максим', 'Шингаркин', 'от', 'ЛДПР', 'стал', 'четвертым', 'кандидатом', 'в', 'губернаторы', 'Подмосковья', ',', 'подавшим', 'документы', 'в', 'Мособлизбирком', '.']","[6, 5, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0]"
"['Я', 'предлагал', 'на', 'эту', 'роль', 'Украину', ',', 'но', 'они', 'не', 'захотели', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['В', 'Украине', '28', 'октября', 'прошли', 'парламентские', 'выборы', ',', 'народный', 'депутат', 'не', 'может', 'совмещать', 'должности', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Вадим', 'Сердюков', 'указан', 'в', 'качестве', 'совладельца', '20', 'компаний', ',', 'Денис', '-10', '.']","[6, 5, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0]"
"['По', 'её', 'мнению', ',', 'власти', 'постсоветской', 'республики', '""', 'должны', 'думать', 'своей', 'головой', ""''"", ',', 'а', 'не', 'реализовывать', 'реформы', ',', 'предложенные', 'МВФ', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Интересно', ',', 'что', 'Л.Фокс', 'также', 'не', 'являлся', 'профессиональным', 'военным', '.']","[0, 0, 0, 6, 0, 0, 0, 0, 0, 0]"
"['Путин', 'во', 'вторник', 'проведет', 'совещание', 'по', 'вопросам', 'развития', 'ОАК', 'В', 'ходе', 'совещания', 'будут', 'обсуждаться', 'меры', 'по', 'развитию', 'гражданского', 'сегмента', 'российского', 'авиастроения', '.']","[6, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['и', 'будет', 'являться', 'постоянно', 'действующим', 'регулирующим', 'органом', 'Таможенного', 'союза', 'и', 'Евразийского', 'экономического', 'пространства', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 3, 2, 2, 0]"
"['Напомним', ',', 'сегодня', 'в', 'отставку', 'был', 'отправлен', 'первый', 'заместитель', 'Сергея', 'Собянина', 'Владимир', 'Ресин', ',', 'который', 'также', 'стал', 'депутатом', 'Госдумы', 'от', '""', 'Единой', 'России', ""''"", '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 6, 5, 0, 0, 0, 0, 0, 3, 0, 0, 3, 2, 0, 0]"
"['Через', 'два', 'дня', 'после', 'выхода', 'из', 'правительства', 'партии', '""', 'Демократические', 'левые', ""''"", 'частично', 'поменялся', 'состав', 'в', 'министерствах', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 0]"
"['СК', 'инициировал', 'уголовное', 'преследование', 'Ивана', 'Назарова', ',', 'подозреваемого', 'в', 'создании', 'сети', 'нелегальных', 'казино', 'в', 'Подмосковье', '.']","[3, 0, 0, 0, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
